"mz","time","PeakID","Module_RTclust"
792.90593,469.7,"Peak7403","47_28"
793.10844,570.5,"Peak7404","4_42"
793.40813,469.8,"Peak7406","47_28"
793.55592,431.8,"Peak7408","4_27"
793.69954,513,"Peak7410","47_29"
793.77558,571,"Peak7411","4_42"
793.84319,39.9,"Peak7412","20_1"
793.90658,468.9,"Peak7413","47_28"
793.94884,510.2,"Peak7414","3_37"
794.09256,570.3,"Peak7416","4_42"
794.19826,510,"Peak7417","47_29"
794.42665,569,"Peak7418","4_42"
794.44357,405.5,"Peak7419","47_23"
794.60012,415.8,"Peak7420","21_52"
794.76095,572,"Peak7421","4_42"
794.80752,37.4,"Peak7422","40_1"
794.90913,470.2,"Peak7423","49_29"
794.95994,384.8,"Peak7424","3_25"
795.09123,570.8,"Peak7425","4_42"
795.18442,507.6,"Peak7426","47_29"
795.3878,470.2,"Peak7428","47_28"
795.42595,568.8,"Peak7429","47_33"
795.50224,374.4,"Peak7431","3_24"
795.60398,414.8,"Peak7432","21_52"
795.81601,39.5,"Peak7434","19_1"
795.88812,470.1,"Peak7435","11_35"
795.94327,467.5,"Peak7436","3_34"
795.97297,391.3,"Peak7437","17_29"
796.00691,371.1,"Peak7438","22_26"
796.11299,323.2,"Peak7440","7_32"
796.46959,390.2,"Peak7441","4_23"
796.52055,571.3,"Peak7442","3_44"
796.54604,43.2,"Peak7443","19_1"
796.58002,414.8,"Peak7444","40_27"
796.62249,446.2,"Peak7445","24_28"
796.63524,40.8,"Peak7446","50_1"
796.7287,43.6,"Peak7447","27_1"
796.77969,40.6,"Peak7448","40_1"
796.93268,550.3,"Peak7449","47_32"
796.97943,410.7,"Peak7450","17_30"
797.11547,485,"Peak7451","47_28"
797.20477,432.7,"Peak7452","3_30"
797.43871,543.3,"Peak7453","47_32"
797.58763,425.3,"Peak7455","4_26"
797.62594,456.5,"Peak7456","24_29"
797.7068,431.8,"Peak7457","47_26"
797.78343,485,"Peak7458","47_28"
797.94096,543.8,"Peak7459","47_32"
797.97929,407.9,"Peak7460","17_30"
798.0304,445.9,"Peak7461","47_26"
798.11985,486.3,"Peak7462","47_28"
798.39255,450.7,"Peak7463","47_26"
798.43943,543.6,"Peak7464","47_32"
798.53321,459.5,"Peak7465","3_33"
798.60143,427,"Peak7466","21_53"
798.63127,43.1,"Peak7467","19_1"
798.7123,42.8,"Peak7468","47_1"
798.772,491.6,"Peak7469","47_29"
798.7848,40.2,"Peak7470","11_1"
798.82319,39.5,"Peak7471","18_1"
798.94263,546.4,"Peak7472","47_32"
798.97677,379.3,"Peak7473","50_24"
799.0365,451.9,"Peak7474","19_33"
799.10478,487,"Peak7475","47_28"
799.39507,450.8,"Peak7476","47_26"
799.44204,545,"Peak7478","47_32"
799.4762,380,"Peak7479","38_46"
799.54454,434.6,"Peak7480","40_29"
799.66628,443.9,"Peak7482","19_32"
799.7496,570.8,"Peak7483","4_42"
799.77096,488.7,"Peak7484","47_28"
799.82652,39.6,"Peak7485","40_1"
799.91627,543.4,"Peak7486","47_32"
799.97611,370.6,"Peak7487","50_23"
800.04024,456.7,"Peak7488","14_47"
800.10437,488.6,"Peak7490","47_28"
800.39092,455.8,"Peak7491","47_27"
800.42087,541.9,"Peak7492","47_32"
800.48077,367,"Peak7494","19_25"
800.4936,42.9,"Peak7495","19_1"
800.54923,463.4,"Peak7496","6_39"
800.58347,43.2,"Peak7497","13_1"
800.67335,42.4,"Peak7498","10_3"
800.70759,42,"Peak7499","24_1"
800.8403,349.4,"Peak7501","17_25"
800.91738,543.5,"Peak7503","47_32"
801.17438,344.1,"Peak7506","33_23"
801.42292,96.5,"Peak7507","47_4"
801.79596,419.3,"Peak7509","47_25"
801.83457,40,"Peak7510","19_1"
801.88176,471.4,"Peak7511","47_28"
801.92037,545.5,"Peak7512","47_32"
801.93753,47.7,"Peak7513","37_1"
801.97185,472.9,"Peak7514","47_28"
801.9976,409.1,"Peak7516","50_26"
802.12634,420.7,"Peak7517","47_25"
802.33669,41.8,"Peak7518","40_1"
802.3968,547.3,"Peak7519","47_32"
802.45693,328.2,"Peak7520","47_16"
802.58148,42,"Peak7521","17_1"
802.6717,43.9,"Peak7522","35_2"
802.79631,38.2,"Peak7524","29_1"
802.92095,403.7,"Peak7525","47_23"
802.92524,42.4,"Peak7526","20_1"
803.12731,421.2,"Peak7530","50_27"
803.29933,40.4,"Peak7531","22_1"
803.35095,452.1,"Peak7532","47_27"
803.39827,546.8,"Peak7533","47_32"
803.43269,472.7,"Peak7534","3_35"
803.53596,567.1,"Peak7535","32_58"
803.7813,421.1,"Peak7536","47_25"
803.79853,40,"Peak7537","3_1"
803.87603,472.5,"Peak7538","47_28"
803.91478,462.7,"Peak7540","47_28"
803.988,418.4,"Peak7541","33_30"
804.11291,421.9,"Peak7543","11_32"
804.35421,452.7,"Peak7544","47_27"
804.45765,468.4,"Peak7545","47_28"
804.57837,42.2,"Peak7546","27_1"
804.66892,42.7,"Peak7547","47_1"
804.75949,489.9,"Peak7549","3_36"
804.79399,41.1,"Peak7551","40_1"
804.84144,37.1,"Peak7552","33_1"
804.95793,468.5,"Peak7553","47_28"
805.09602,492.9,"Peak7554","47_29"
805.20392,495.9,"Peak7555","47_29"
805.45867,468.9,"Peak7557","47_28"
805.84317,40,"Peak7558","22_1"
805.91233,537.9,"Peak7559","4_39"
805.95987,467.5,"Peak7560","47_28"
806.46155,370.3,"Peak7564","17_27"
806.56973,420.8,"Peak7565","7_40"
806.57406,41.3,"Peak7566","3_1"
806.66062,41.4,"Peak7567","3_1"
806.81213,37.6,"Peak7568","9_1"
806.96369,370.1,"Peak7570","17_27"
807.11529,567.9,"Peak7571","4_42"
807.13695,297.7,"Peak7572","29_21"
807.46197,369.5,"Peak7574","17_27"
807.49231,101.3,"Peak7575","47_4"
807.56602,429.2,"Peak7576","7_41"
807.78284,567.7,"Peak7577","4_42"
807.90431,544.6,"Peak7579","47_32"
807.96505,370.6,"Peak7580","17_27"
808.11693,568.2,"Peak7581","4_42"
808.21242,428,"Peak7582","19_30"
808.4078,546.4,"Peak7583","47_32"
808.4382,470.6,"Peak7585","47_28"
808.46425,373.6,"Peak7586","30_36"
808.52071,88.1,"Peak7587","47_4"
808.58152,420.9,"Peak7588","31_20"
808.65972,42.3,"Peak7589","19_1"
808.74227,41.7,"Peak7590","3_1"
808.90741,547.3,"Peak7593","47_32"
808.96827,371.9,"Peak7595","27_23"
808.99,410.5,"Peak7596","47_24"
809.09869,568,"Peak7597","47_33"
809.40749,544.2,"Peak7598","47_32"
809.4336,562.4,"Peak7599","47_33"
809.49016,410.7,"Peak7600","17_30"
809.52497,99.1,"Peak7601","47_4"
809.58589,414.3,"Peak7602","2_32"
809.65118,403.1,"Peak7603","3_26"
809.82095,40.1,"Peak7605","38_1"
809.90804,545.9,"Peak7606","47_32"
809.93852,354.3,"Peak7607","47_18"
809.98642,410.8,"Peak7608","17_30"
810.38289,545.2,"Peak7611","47_32"
810.4875,411.4,"Peak7613","17_30"
810.52238,42.4,"Peak7614","51_1"
810.60086,419.9,"Peak7615","15_35"
810.74912,569.3,"Peak7617","4_42"
810.78401,39.2,"Peak7618","26_1"
810.82327,37.1,"Peak7619","27_1"
810.88434,544.9,"Peak7620","47_32"
810.94106,545.1,"Peak7621","47_32"
810.98905,410.1,"Peak7622","17_30"
811.44302,545.7,"Peak7624","47_32"
811.48669,417.2,"Peak7625","49_27"
811.60462,416.4,"Peak7627","15_34"
811.66578,407.4,"Peak7628","29_28"
811.78375,40.6,"Peak7629","50_1"
811.79249,483.4,"Peak7630","47_28"
811.88426,546,"Peak7631","47_32"
811.94546,546.1,"Peak7632","47_32"
811.9848,407.1,"Peak7633","47_24"
812.046,458.2,"Peak7634","37_28"
812.1247,482.4,"Peak7635","47_28"
812.39148,43.2,"Peak7636","13_1"
812.44398,514.2,"Peak7637","47_29"
812.51836,45.3,"Peak7638","34_1"
812.67153,405.1,"Peak7640","33_29"
812.7941,483.5,"Peak7641","47_28"
812.82912,37.5,"Peak7642","33_1"
812.92983,465.6,"Peak7643","47_28"
812.978,404.6,"Peak7644","47_23"
813.12692,483.8,"Peak7646","47_28"
813.42926,473.9,"Peak7647","47_28"
813.61776,414.1,"Peak7650","48_27"
813.68353,403.6,"Peak7651","47_23"
813.78001,484.2,"Peak7652","47_28"
813.83045,39.6,"Peak7653","3_1"
813.92476,483.7,"Peak7654","3_35"
814.0915,568.7,"Peak7655","47_33"
814.11344,484.3,"Peak7656","47_28"
814.38559,42.8,"Peak7657","50_1"
814.4295,478.5,"Peak7658","4_32"
814.60518,43,"Peak7660","3_1"
814.68864,431.5,"Peak7662","4_27"
814.75893,568.9,"Peak7663","47_33"
814.7809,485.7,"Peak7664","47_28"
814.92153,468,"Peak7667","47_28"
815.09296,569.4,"Peak7668","47_33"
815.4184,471.1,"Peak7669","47_28"
815.44479,515.9,"Peak7670","47_29"
815.92012,468.2,"Peak7673","47_28"
816.21081,492,"Peak7675","50_34"
816.38265,44.6,"Peak7676","47_2"
816.42231,467.5,"Peak7677","47_28"
816.46639,416.4,"Peak7678","47_25"
816.55455,41.9,"Peak7679","19_1"
816.58981,499.7,"Peak7680","24_32"
816.69122,42,"Peak7681","19_1"
816.80588,416.8,"Peak7682","47_25"
816.84116,37.2,"Peak7683","38_1"
816.92497,468,"Peak7684","19_34"
817.13675,418.4,"Peak7687","47_25"
817.40159,498.5,"Peak7688","47_29"
817.47224,418.9,"Peak7690","47_25"
817.5164,369,"Peak7691","19_25"
817.59148,498.3,"Peak7692","22_39"
817.78143,552.2,"Peak7693","3_41"
817.80352,40.3,"Peak7694","22_1"
817.90073,467.6,"Peak7696","47_28"
817.94935,355.4,"Peak7697","47_18"
818.02007,368.6,"Peak7698","48_25"
818.12174,419.8,"Peak7699","47_25"
818.31187,42.3,"Peak7700","40_1"
818.38264,44.5,"Peak7701","19_1"
818.40475,509.8,"Peak7702","47_29"
818.46226,466.4,"Peak7703","4_31"
818.54632,100.7,"Peak7706","47_4"
818.7189,182.4,"Peak7709","24_8"
818.77644,40,"Peak7710","29_1"
818.90039,468.2,"Peak7713","19_34"
818.96237,367.5,"Peak7714","17_27"
819.10408,487.1,"Peak7715","47_28"
819.21924,427.7,"Peak7716","19_30"
819.32114,450.8,"Peak7717","47_26"
819.45408,543.8,"Peak7718","47_32"
819.48067,295,"Peak7719","47_14"
819.77326,487.9,"Peak7721","47_28"
819.9551,545.4,"Peak7722","47_32"
820.3234,450.7,"Peak7724","47_26"
820.45658,537.9,"Peak7725","47_31"
820.54983,41.8,"Peak7727","4_1"
820.77635,39.8,"Peak7730","29_1"
820.81189,37.6,"Peak7731","19_1"
820.95408,540.7,"Peak7732","47_31"
821.14075,300.4,"Peak7733","47_14"
821.45647,543.8,"Peak7734","47_32"
821.58548,429.4,"Peak7735","3_30"
821.79018,565.7,"Peak7736","4_42"
821.81688,40.1,"Peak7737","50_1"
821.92817,541.4,"Peak7738","47_32"
822.12409,565.1,"Peak7739","4_42"
822.32007,41.6,"Peak7740","26_1"
822.43592,559,"Peak7741","47_33"
822.54733,43,"Peak7742","3_1"
822.63647,42.7,"Peak7743","3_1"
822.78805,565.9,"Peak7744","4_42"
822.93522,548.8,"Peak7745","47_32"
822.97982,367.3,"Peak7746","17_27"
823.12703,567.2,"Peak7747","47_33"
823.39479,466.2,"Peak7748","47_28"
823.4439,563.6,"Peak7749","47_33"
823.47515,362.5,"Peak7750","19_25"
823.54212,570.3,"Peak7751","3_44"
823.77881,570,"Peak7752","47_33"
823.79221,41.3,"Peak7753","45_1"
823.89497,468.6,"Peak7754","47_28"
823.93518,546,"Peak7755","47_32"
823.98433,470,"Peak7756","47_28"
824.04689,445.5,"Peak7757","19_32"
824.105,566.4,"Peak7758","47_33"
824.41795,42.9,"Peak7759","34_1"
824.44031,554.9,"Peak7760","13_38"
824.51635,98.7,"Peak7761","47_4"
824.63266,42.7,"Peak7762","11_1"
824.72214,41.5,"Peak7763","18_1"
824.77584,565.6,"Peak7764","47_33"
824.82954,39.7,"Peak7765","2_1"
824.91011,543.8,"Peak7766","47_32"
824.93249,404.3,"Peak7767","50_26"
825.05336,456.7,"Peak7768","19_33"
825.39374,449.4,"Peak7770","47_26"
825.41166,544.7,"Peak7771","47_32"
825.52368,100.1,"Peak7772","47_4"
825.79709,40.9,"Peak7775","19_1"
825.88677,467.3,"Peak7776","47_28"
825.92712,461.5,"Peak7778","3_33"
826.36677,44.1,"Peak7781","26_1"
826.46103,334.6,"Peak7782","4_19"
826.52387,99.4,"Peak7783","47_4"
826.53285,517.2,"Peak7784","10_29"
826.58224,43.5,"Peak7785","45_1"
826.59571,41.3,"Peak7786","24_1"
826.63162,41.4,"Peak7787","24_1"
826.72144,41.1,"Peak7788","45_1"
826.80228,480.6,"Peak7789","47_28"
826.97298,465.2,"Peak7790","47_28"
827.13475,480.4,"Peak7791","47_28"
827.22015,503.8,"Peak7792","3_37"
827.46742,462.2,"Peak7793","47_28"
827.53488,79,"Peak7794","47_3"
827.8003,480.2,"Peak7795","47_28"
827.9263,536.8,"Peak7797","47_31"
827.97131,464.7,"Peak7798","47_28"
828.11987,479.2,"Peak7799","47_28"
828.36304,44,"Peak7800","45_1"
828.38556,516.7,"Peak7801","47_29"
828.42611,543.9,"Peak7802","3_40"
828.45764,347.7,"Peak7803","47_17"
828.55225,499.7,"Peak7804","4_35"
828.7866,480.9,"Peak7807","47_28"
828.80464,37.9,"Peak7808","27_1"
828.92636,547,"Peak7809","47_32"
828.94891,465.1,"Peak7810","47_28"
829.10223,568.7,"Peak7811","47_33"
829.12028,482.6,"Peak7812","47_28"
829.30523,39.8,"Peak7813","3_1"
829.38645,516,"Peak7814","47_29"
829.44963,464.8,"Peak7815","47_28"
829.51734,51.1,"Peak7816","45_1"
829.68888,32.9,"Peak7817","3_1"
829.8108,39.1,"Peak7818","19_1"
829.9192,545.2,"Peak7819","47_32"
829.95082,465.3,"Peak7820","47_28"
830.22644,425.9,"Peak7822","45_32"
830.36204,44.6,"Peak7823","33_1"
830.41629,543.7,"Peak7824","47_32"
830.45245,466.3,"Peak7825","47_28"
830.57002,437.2,"Peak7826","26_26"
830.66952,42.2,"Peak7827","45_1"
830.8007,40.1,"Peak7828","19_1"
830.91835,542.3,"Peak7829","47_32"
830.9636,368.3,"Peak7830","38_45"
831.14012,323.7,"Peak7831","47_16"
831.46162,368.4,"Peak7832","29_25"
831.78785,553.6,"Peak7834","47_33"
831.81051,417.3,"Peak7835","47_25"
831.96463,368,"Peak7837","3_24"
832.12333,549,"Peak7838","3_41"
832.14601,416.5,"Peak7839","47_25"
832.3592,43.5,"Peak7841","42_2"
832.3955,542.6,"Peak7842","47_32"
832.4681,361.3,"Peak7843","30_35"
832.57701,42.4,"Peak7844","47_1"
832.66326,42.3,"Peak7845","44_1"
832.66326,559.4,"Peak7845","27_36"
832.81762,37.4,"Peak7848","50_1"
832.89935,546.4,"Peak7849","47_32"
832.95385,542.7,"Peak7850","47_32"
833.13101,417.5,"Peak7852","11_32"
833.37639,516.4,"Peak7853","47_29"
833.48549,402.1,"Peak7855","47_23"
833.58551,421.1,"Peak7856","3_28"
833.78106,38.5,"Peak7859","45_1"
833.78106,481.5,"Peak7859","41_34"
833.822,37.3,"Peak7861","36_1"
833.98579,402.2,"Peak7863","47_23"
834.10865,480.6,"Peak7864","32_51"
834.35447,44.7,"Peak7865","27_1"
834.44099,463.8,"Peak7866","47_28"
834.52752,44,"Peak7867","19_1"
834.59585,411.5,"Peak7868","45_30"
834.75074,41,"Peak7869","7_1"
834.82365,39.6,"Peak7871","19_1"
834.94215,463.5,"Peak7872","47_28"
834.99229,407.6,"Peak7873","19_28"
835.44375,465.8,"Peak7875","47_28"
835.59889,418.3,"Peak7877","45_31"
835.74494,41.1,"Peak7879","47_1"
835.82711,39.5,"Peak7881","18_1"
835.94118,473.8,"Peak7882","47_28"
836.15127,303.7,"Peak7884","50_18"
836.34087,42.2,"Peak7885","19_1"
836.44369,476.3,"Peak7886","20_32"
836.52596,42.9,"Peak7888","20_1"
836.61282,415.2,"Peak7890","19_29"
836.74999,41.1,"Peak7891","47_1"
836.80029,563.6,"Peak7892","47_33"
836.93293,465.1,"Peak7894","47_28"
837.13424,564,"Peak7895","47_33"
837.28984,38.9,"Peak7896","19_1"
837.43633,465.4,"Peak7897","47_28"
837.46838,564.5,"Peak7898","47_33"
837.61492,415.8,"Peak7899","19_29"
837.72485,504.6,"Peak7900","7_48"
837.79815,563.1,"Peak7901","47_33"
837.93561,465.2,"Peak7902","47_28"
838.11894,563.2,"Peak7903","47_33"
838.22438,497.8,"Peak7904","47_29"
838.45368,562.9,"Peak7905","47_33"
838.50872,526.7,"Peak7906","4_37"
838.60965,42.6,"Peak7907","27_1"
838.83451,37.6,"Peak7910","50_1"
838.96764,416,"Peak7911","47_25"
839.11457,565.3,"Peak7912","47_33"
839.41314,465,"Peak7913","47_28"
839.4499,553.1,"Peak7914","4_41"
839.53262,365.5,"Peak7915","36_22"
839.76245,39.9,"Peak7917","47_1"
839.83601,37.5,"Peak7918","19_1"
839.91419,465.1,"Peak7919","47_28"
839.96018,348.4,"Peak7920","47_17"
840.02917,366.7,"Peak7921","50_23"
840.38346,542.8,"Peak7923","47_32"
840.41568,475.1,"Peak7924","19_34"
840.47552,345.3,"Peak7925","47_17"
840.53537,364.6,"Peak7926","27_22"
840.63666,525.1,"Peak7927","7_50"
840.69653,42,"Peak7928","45_1"
840.83931,40.1,"Peak7930","45_1"
840.88537,546.8,"Peak7931","47_32"
840.97291,461.2,"Peak7932","47_27"
841.14341,478.3,"Peak7933","47_28"
841.34163,397.1,"Peak7934","27_24"
841.46613,540.4,"Peak7936","47_31"
841.8121,478.3,"Peak7937","47_28"
841.96439,538.8,"Peak7938","47_31"
842.14443,478.1,"Peak7939","47_28"
842.33839,43.9,"Peak7940","26_1"
842.42153,449.8,"Peak7942","47_26"
842.46772,534.4,"Peak7943","47_31"
842.56475,41.6,"Peak7944","49_1"
842.69414,41.9,"Peak7945","47_1"
842.79582,478.3,"Peak7947","47_28"
842.96688,538,"Peak7949","47_31"
843.12874,479.1,"Peak7950","47_28"
843.42021,448.7,"Peak7951","47_26"
843.77665,565.8,"Peak7953","47_33"
843.79517,478.9,"Peak7954","47_28"
843.81369,39.8,"Peak7955","33_1"
843.94337,538.8,"Peak7956","47_31"
844.11014,565,"Peak7958","47_33"
844.12868,478.8,"Peak7959","47_28"
844.33722,43.2,"Peak7960","3_1"
844.44384,541.6,"Peak7962","47_32"
844.55975,41.1,"Peak7964","13_1"
844.65714,44,"Peak7965","3_1"
844.6896,41.4,"Peak7966","11_1"
844.77774,38.2,"Peak7967","3_1"
844.90764,463.8,"Peak7968","47_28"
844.94476,538.3,"Peak7969","47_31"
845.44612,541.5,"Peak7971","47_32"
845.78525,40.3,"Peak7972","26_1"
845.82243,413.3,"Peak7973","19_29"
845.90609,467.2,"Peak7974","19_34"
845.94793,542.8,"Peak7975","47_32"
845.99441,468.4,"Peak7976","36_31"
846.15714,410.5,"Peak7977","17_30"
846.33388,44.6,"Peak7978","50_1"
846.42227,541.2,"Peak7979","4_39"
846.4874,401.6,"Peak7980","3_26"
846.55255,42,"Peak7981","19_1"
846.65028,42.1,"Peak7982","19_1"
846.77595,40.7,"Peak7983","36_1"
846.82251,37.7,"Peak7984","33_1"
846.92494,543.4,"Peak7985","47_32"
846.94357,402.5,"Peak7986","33_29"
847.12987,538.6,"Peak7987","3_40"
847.32554,40.6,"Peak7989","45_1"
847.3768,449.5,"Peak7990","47_26"
847.40477,448.1,"Peak7991","47_26"
847.42341,540.8,"Peak7992","40_39"
847.46535,505.1,"Peak7993","3_37"
847.79172,507.9,"Peak7994","36_34"
847.82436,37.7,"Peak7995","48_1"
847.89899,464.9,"Peak7996","45_35"
847.92698,548.4,"Peak7997","47_32"
847.94097,445.3,"Peak7998","19_32"
848.11826,494.5,"Peak7999","47_29"
848.33296,44.3,"Peak8000","17_1"
848.5524,488,"Peak8003","15_39"
848.64581,457.2,"Peak8005","3_33"
848.79062,37.7,"Peak8006","18_1"
848.9822,461.8,"Peak8007","47_27"
849.12242,480.2,"Peak8008","47_28"
849.4778,337.9,"Peak8010","47_17"
849.79596,39.9,"Peak8011","29_1"
849.94107,538.4,"Peak8012","47_31"
849.9832,462.5,"Peak8013","47_28"
85.02772,283,"Peak1","50_16"
850.32976,43.9,"Peak8015","26_1"
850.45626,548.8,"Peak8016","47_32"
850.47968,357.6,"Peak8017","22_25"
850.63903,40.7,"Peak8018","4_1"
850.7234,41.5,"Peak8019","22_1"
850.79841,39.7,"Peak8020","3_1"
850.93908,549.3,"Peak8022","47_32"
850.96253,462.8,"Peak8023","47_28"
851.14077,560.2,"Peak8024","47_33"
851.46457,487.5,"Peak8025","21_55"
851.80733,559.3,"Peak8026","47_33"
851.92946,538.4,"Peak8027","47_31"
852.1409,559.3,"Peak8029","47_33"
852.32421,42.2,"Peak8031","33_1"
852.43235,539.9,"Peak8033","47_31"
852.46056,457.2,"Peak8034","36_30"
852.50759,43.4,"Peak8035","2_2"
852.54991,101.2,"Peak8036","47_4"
852.71924,40.8,"Peak8037","24_1"
852.79452,560,"Peak8038","47_33"
852.93098,538.8,"Peak8039","47_31"
853.12396,560.8,"Peak8040","47_33"
853.43476,546.3,"Peak8041","47_32"
853.46302,559.6,"Peak8042","47_33"
853.55253,102,"Peak8043","47_4"
853.76457,40.8,"Peak8044","39_1"
853.79285,561.6,"Peak8045","47_33"
853.93427,545.5,"Peak8046","47_32"
853.96727,459,"Peak8047","19_33"
854.12759,560,"Peak8048","47_33"
854.20777,556.6,"Peak8049","19_42"
854.36344,41.1,"Peak8050","37_1"
854.41062,541.7,"Peak8051","47_32"
854.50028,42.9,"Peak8053","30_1"
854.58051,423.2,"Peak8054","45_32"
854.64659,542.3,"Peak8055","27_35"
854.8071,37.7,"Peak8056","29_1"
854.91099,541.4,"Peak8057","47_32"
854.96294,536.6,"Peak8058","47_31"
855.31254,39.8,"Peak8059","11_1"
855.41179,540.5,"Peak8061","47_31"
855.46852,542.2,"Peak8062","3_40"
855.50161,400,"Peak8063","47_23"
855.64817,553.8,"Peak8065","27_36"
855.81843,475.9,"Peak8066","47_28"
855.90831,544.1,"Peak8067","47_32"
855.96981,546.8,"Peak8068","47_32"
856.00293,398.9,"Peak8069","47_23"
856.15436,476.3,"Peak8070","47_28"
856.31057,40,"Peak8071","3_1"
856.36738,40.5,"Peak8072","40_1"
856.47155,513.8,"Peak8073","47_29"
856.58047,43.9,"Peak8074","3_1"
856.67047,41.8,"Peak8075","3_1"
856.82208,475.8,"Peak8076","47_28"
856.95477,459.4,"Peak8077","47_27"
857.00216,400,"Peak8078","26_24"
857.15386,476.9,"Peak8079","47_28"
857.47635,514.6,"Peak8080","47_29"
857.58546,566.2,"Peak8081","23_52"
857.78478,38.7,"Peak8082","47_1"
857.80376,476.2,"Peak8083","47_28"
857.95092,475.8,"Peak8084","4_32"
858.13611,474.8,"Peak8086","47_28"
858.31186,42.9,"Peak8087","11_1"
858.35937,41.9,"Peak8088","19_1"
858.54469,45,"Peak8092","45_1"
858.59698,562.7,"Peak8093","40_40"
858.66828,42.8,"Peak8094","18_1"
858.78238,39.3,"Peak8095","33_1"
858.78713,564.2,"Peak8096","47_33"
858.82517,40.2,"Peak8098","2_1"
858.94406,463,"Peak8099","47_28"
859.12005,563.1,"Peak8100","47_33"
859.44841,471.8,"Peak8101","47_28"
859.60552,525.5,"Peak8103","20_36"
859.78648,39,"Peak8104","19_1"
859.94844,462.7,"Peak8105","47_28"
86.09587,91.9,"Peak2","49_4"
86.51708,191,"Peak3","24_9"
860.31065,42.9,"Peak8107","50_1"
860.44415,456.3,"Peak8108","4_30"
860.53475,43.2,"Peak8110","11_1"
860.6063,538.5,"Peak8111","4_39"
860.66354,42,"Peak8113","33_1"
860.75418,38.7,"Peak8114","40_1"
860.82575,417.7,"Peak8115","50_27"
860.94982,465.4,"Peak8116","36_31"
860.99278,542.3,"Peak8117","47_32"
861.14076,546.9,"Peak8118","3_41"
861.15986,413,"Peak8119","47_25"
861.42729,496.7,"Peak8120","47_29"
861.48939,542.6,"Peak8121","7_51"
861.54194,365.2,"Peak8122","19_25"
861.60883,538.6,"Peak8123","18_40"
861.82866,39.3,"Peak8125","3_1"
861.92905,465.1,"Peak8126","47_28"
861.98164,458.9,"Peak8127","47_27"
862.0438,365.3,"Peak8128","2_28"
862.13944,535.4,"Peak8129","3_40"
862.30685,43,"Peak8130","36_1"
862.43125,508.2,"Peak8132","47_29"
862.4456,457.7,"Peak8133","3_33"
862.50781,519.8,"Peak8135","50_36"
862.5461,364.4,"Peak8136","19_25"
862.61789,40.5,"Peak8137","13_1"
862.79981,39.6,"Peak8138","25_2"
862.9722,547.9,"Peak8140","47_32"
862.99136,343.6,"Peak8141","47_17"
863.12549,546.6,"Peak8142","47_32"
863.3507,449.8,"Peak8143","47_26"
863.48011,538.9,"Peak8144","47_31"
863.80138,39.4,"Peak8145","47_1"
863.97887,535.5,"Peak8146","47_31"
864.30522,43.4,"Peak8147","24_1"
864.35322,450,"Peak8148","47_26"
864.53089,41.7,"Peak8150","27_1"
864.61734,41.3,"Peak8151","27_1"
864.76626,37.8,"Peak8152","3_1"
864.98249,539.2,"Peak8153","47_31"
865.34307,448.7,"Peak8154","47_26"
865.48256,536.2,"Peak8155","47_31"
865.81938,564.2,"Peak8156","47_33"
865.95898,539.7,"Peak8157","47_31"
866.15159,558.3,"Peak8158","47_33"
866.3009,44.2,"Peak8159","36_1"
866.39243,42.5,"Peak8160","36_1"
866.45989,528.5,"Peak8161","47_30"
866.53699,535.5,"Peak8163","47_31"
866.61892,40.5,"Peak8164","27_1"
866.81657,556.7,"Peak8166","47_33"
866.96123,541.2,"Peak8167","47_32"
867.15417,565.2,"Peak8168","47_33"
867.30857,39.3,"Peak8169","39_1"
867.46301,553.1,"Peak8170","47_33"
867.80099,557.6,"Peak8171","4_41"
867.91692,464,"Peak8172","47_28"
867.9604,540.1,"Peak8173","47_31"
868.13434,557.1,"Peak8175","47_33"
868.3035,42.4,"Peak8176","24_1"
868.47755,43,"Peak8177","8_1"
868.54525,101.2,"Peak8178","47_4"
868.69518,40.5,"Peak8179","51_1"
868.78226,38.6,"Peak8180","19_1"
868.80161,557.5,"Peak8181","47_33"
868.93709,539.6,"Peak8182","47_31"
869.42122,447.7,"Peak8186","47_26"
869.43575,538.1,"Peak8187","38_53"
869.54715,101,"Peak8188","47_4"
869.8185,37,"Peak8189","45_1"
869.91544,461.7,"Peak8190","19_33"
869.93967,540.3,"Peak8191","47_31"
87.04345,247.5,"Peak4","2_18"
87.50889,208.1,"Peak5","19_14"
870.32276,41,"Peak8192","3_1"
870.48771,331.2,"Peak8193","4_18"
870.55079,102.7,"Peak8194","47_4"
870.78377,38.2,"Peak8195","29_1"
870.82746,473.3,"Peak8196","47_28"
870.99741,460.1,"Peak8197","47_27"
871.16255,473,"Peak8198","47_28"
871.28887,41.6,"Peak8199","7_1"
871.44923,526.6,"Peak8200","40_38"
871.49784,454.6,"Peak8201","47_27"
871.78469,37.7,"Peak8203","19_1"
871.82845,473.1,"Peak8204","47_28"
871.9987,460.2,"Peak8206","47_27"
872.14466,475,"Peak8207","47_28"
872.28579,37.5,"Peak8208","37_1"
872.33933,41.3,"Peak8209","20_1"
872.41235,515.9,"Peak8210","47_29"
872.46591,503.2,"Peak8211","47_29"
872.48538,344.3,"Peak8212","47_17"
872.56329,44.6,"Peak8213","33_1"
872.65095,40.5,"Peak8214","36_1"
872.71426,41.2,"Peak8215","19_1"
872.78246,40.4,"Peak8216","22_1"
872.97247,460.1,"Peak8217","47_27"
873.12843,561,"Peak8218","47_33"
