"mz","time","PeakID","Module_RTclust"
175.51058,72.2,"Peak724","18_3"
175.94029,41.1,"Peak726","19_1"
175.95427,114.1,"Peak727","18_6"
175.9559,511.7,"Peak728","15_42"
176.01192,274.5,"Peak730","2_21"
176.01868,522.2,"Peak731","37_33"
176.06508,42,"Peak732","33_1"
176.06973,121,"Peak733","47_5"
176.10221,44.9,"Peak734","13_1"
176.11958,193.7,"Peak735","27_9"
176.14249,253.3,"Peak736","2_19"
176.93545,39.4,"Peak737","29_1"
176.9518,44.3,"Peak738","45_1"
1761.63015,394.3,"Peak12343","27_24"
1762.13314,394.5,"Peak12344","33_28"
1762.62236,393.2,"Peak12345","47_22"
1763.12578,393.5,"Peak12346","47_22"
177.00795,182.9,"Peak740","51_12"
177.05373,332.7,"Peak742","2_26"
177.06666,172.3,"Peak743","2_11"
177.08984,309.4,"Peak744","19_21"
177.10143,234.4,"Peak745","37_11"
177.11134,114.7,"Peak746","47_5"
177.1266,368,"Peak747","4_22"
177.13788,549.4,"Peak748","4_40"
177.95105,45.3,"Peak749","18_2"
177.96767,45.9,"Peak751","8_1"
177.99798,541.9,"Peak752","37_33"
178.00855,62.1,"Peak753","18_3"
178.03475,530.5,"Peak754","2_42"
178.05798,39,"Peak755","27_1"
178.06778,564.8,"Peak756","4_42"
178.12192,538.2,"Peak757","50_37"
178.14124,534.5,"Peak758","16_72"
178.15798,224.1,"Peak759","26_13"
178.48086,370.7,"Peak760","25_33"
178.94879,563.2,"Peak762","3_43"
178.98985,378.2,"Peak763","19_26"
1787.19583,405.4,"Peak12348","19_28"
179.00699,64.4,"Peak764","18_3"
179.06303,359.6,"Peak765","39_34"
179.0902,236.2,"Peak766","19_16"
179.10577,356.8,"Peak767","4_20"
179.1172,532.2,"Peak768","31_27"
179.12704,172.4,"Peak769","18_10"
179.14229,308.4,"Peak770","31_11"
179.98476,413,"Peak772","15_34"
180.0023,188.9,"Peak773","7_18"
180.00638,67.2,"Peak774","18_3"
180.03732,230.6,"Peak775","47_11"
180.04375,38.1,"Peak776","3_1"
180.0657,139.7,"Peak777","27_6"
180.06601,538.2,"Peak778","48_35"
180.08002,260.6,"Peak779","19_18"
180.10115,277.5,"Peak780","16_1"
180.15842,221.7,"Peak782","2_16"
180.88243,41.7,"Peak784","24_1"
180.94987,57.2,"Peak786","10_4"
181.01362,396.4,"Peak787","15_33"
181.03016,35.3,"Peak788","40_1"
181.07126,51.1,"Peak790","49_2"
181.08508,256.7,"Peak791","3_16"
181.09644,56.9,"Peak792","37_2"
181.12151,376.1,"Peak793","19_26"
181.15801,326.8,"Peak794","19_22"
181.97699,382.5,"Peak795","29_26"
181.98751,510.3,"Peak796","19_38"
182.00894,569.4,"Peak797","4_42"
182.03185,36.2,"Peak798","3_1"
182.05695,44.9,"Peak799","17_1"
182.07481,249.9,"Peak800","29_17"
182.08036,45.6,"Peak801","17_1"
182.11675,272.8,"Peak803","2_21"
182.18986,528.3,"Peak804","13_35"
182.9611,406.2,"Peak806","32_46"
183.00906,448.4,"Peak807","43_45"
183.07733,329.1,"Peak808","10_20"
183.13713,174.3,"Peak811","43_13"
183.93203,55.4,"Peak813","42_3"
184.0724,381.3,"Peak815","17_28"
184.08048,155.4,"Peak816","24_6"
184.09424,56,"Peak817","44_2"
184.11167,535.2,"Peak818","3_40"
184.16874,225.2,"Peak820","3_13"
184.93227,60.1,"Peak821","50_2"
185.02242,218,"Peak824","2_16"
185.03017,46,"Peak825","19_1"
185.07599,375.5,"Peak827","50_23"
185.12773,47.8,"Peak829","17_1"
185.13475,315.5,"Peak830","4_17"
185.15278,328.9,"Peak831","32_40"
185.17248,67.2,"Peak832","19_2"
185.9589,44.1,"Peak833","18_1"
185.96276,30.7,"Peak834","19_1"
185.98266,146.2,"Peak835","20_10"
185.98807,540.8,"Peak836","2_42"
186.01769,203.4,"Peak837","27_10"
186.11141,535,"Peak839","19_40"
186.13795,301.5,"Peak840","29_21"
186.14803,163.3,"Peak841","2_10"
186.1845,261.9,"Peak842","36_13"
186.22082,190.1,"Peak843","37_9"
186.54378,344.7,"Peak844","3_22"
186.82748,43.7,"Peak845","40_1"
186.92925,576,"Peak846","15_48"
186.9293,60.9,"Peak847","19_1"
186.9555,541.6,"Peak848","4_39"
187.07051,58.5,"Peak849","6_1"
187.09557,146,"Peak850","2_9"
187.12558,317.9,"Peak852","3_20"
187.13177,522.2,"Peak853","3_39"
187.14755,507,"Peak854","19_37"
187.93037,35.6,"Peak855","4_1"
187.99942,585.5,"Peak856","4_43"
188.0491,226.5,"Peak858","50_12"
188.06979,49.2,"Peak859","17_1"
188.08551,272.9,"Peak860","7_29"
188.10654,98.1,"Peak861","19_6"
188.10707,491.7,"Peak862","29_34"
188.12725,244.8,"Peak863","2_18"
188.17506,37.6,"Peak865","24_1"
188.82446,45.3,"Peak866","19_1"
188.95691,565.8,"Peak867","45_43"
188.97775,574.2,"Peak868","50_40"
189.00867,92.2,"Peak869","3_4"
189.0692,307.9,"Peak870","19_21"
189.07319,45.1,"Peak871","17_1"
189.08625,76.9,"Peak872","6_3"
189.1477,67,"Peak874","3_2"
189.16304,505,"Peak875","13_32"
189.47679,246.9,"Peak876","10_14"
189.88763,63.3,"Peak877","18_3"
190.04921,104.5,"Peak879","19_6"
190.07056,85.2,"Peak880","3_4"
190.07085,451.5,"Peak881","31_22"
190.08532,155.9,"Peak882","50_8"
190.13536,180.5,"Peak883","3_11"
190.1586,539.2,"Peak884","29_38"
190.91123,40.1,"Peak885","29_1"
190.95652,571.6,"Peak886","45_43"
190.96603,46.4,"Peak887","24_1"
190.99489,573.5,"Peak888","18_41"
191.00719,87.3,"Peak889","27_5"
191.03958,42.5,"Peak890","18_1"
191.07605,38.5,"Peak891","6_1"
191.08814,164.5,"Peak893","50_8"
191.1423,550.1,"Peak894","27_36"
191.15348,71.2,"Peak895","47_3"
191.15349,545.9,"Peak896","4_40"
191.16331,300.7,"Peak897","29_21"
191.17961,488.7,"Peak898","19_35"
191.88462,536.7,"Peak899","18_40"
191.88467,60.1,"Peak900","19_1"
191.96105,181,"Peak901","4_6"
191.96139,553.7,"Peak902","37_34"
192.04047,42.4,"Peak903","19_1"
192.06106,35.3,"Peak904","6_1"
192.07308,38.6,"Peak905","22_1"
192.0938,34.6,"Peak906","12_1"
192.10162,251.8,"Peak907","2_19"
192.17422,520.4,"Peak908","19_39"
192.90934,40.1,"Peak909","29_1"
193.00568,566.9,"Peak910","26_34"
193.02776,179.2,"Peak911","3_11"
193.06153,259.4,"Peak912","18_16"
193.08497,63.1,"Peak913","3_2"
193.10506,175.6,"Peak914","19_11"
193.12135,238.2,"Peak915","47_11"
193.1305,41.2,"Peak916","3_1"
193.14224,271.6,"Peak917","3_17"
193.15955,558.4,"Peak918","27_36"
193.92931,397.2,"Peak919","38_46"
193.95856,564.7,"Peak920","24_37"
193.97301,37.8,"Peak921","18_1"
194.00854,444.2,"Peak922","3_32"
194.02923,86.5,"Peak924","50_4"
194.05283,322,"Peak925","33_22"
194.08028,90,"Peak926","33_2"
194.11685,532.5,"Peak927","2_42"
194.13804,172.6,"Peak928","22_13"
194.96539,253.3,"Peak930","47_12"
195.00821,503.2,"Peak931","15_41"
195.03081,35.7,"Peak932","18_1"
195.0869,331.1,"Peak934","27_20"
195.10075,372.2,"Peak935","47_20"
195.11203,53.3,"Peak936","51_2"
195.12189,365.3,"Peak937","3_23"
195.1371,314.7,"Peak938","2_25"
195.17373,425.1,"Peak939","50_27"
195.93288,197.1,"Peak940","4_7"
195.99259,380.2,"Peak941","15_32"
196.08998,267.8,"Peak943","5_33"
196.13227,256.9,"Peak944","51_14"
196.15315,192.1,"Peak945","2_13"
196.86429,43.1,"Peak946","33_1"
196.99998,481.3,"Peak949","19_34"
197.0936,60,"Peak951","44_3"
197.11622,271,"Peak952","3_17"
197.12869,531.9,"Peak953","2_42"
197.1527,320.3,"Peak954","2_25"
197.29007,56.7,"Peak955","11_2"
198.00031,184.4,"Peak957","2_13"
198.07858,56.4,"Peak958","29_2"
198.09682,61.4,"Peak959","29_3"
198.18456,543.8,"Peak961","27_35"
198.86133,43.1,"Peak963","33_1"
198.93932,35.7,"Peak965","19_1"
1982.33771,394,"Peak12350","50_25"
1982.83805,393,"Peak12351","37_24"
1983.33857,393.8,"Peak12352","50_25"
1983.83929,393.2,"Peak12353","47_22"
1984.34019,393.3,"Peak12354","50_25"
199.01443,164.2,"Peak966","19_10"
199.10016,61.8,"Peak968","29_3"
199.12218,566.4,"Peak969","39_48"
199.12422,101.4,"Peak970","19_6"
199.1319,261.8,"Peak971","37_14"
199.14324,55.4,"Peak972","3_1"
199.14741,505.6,"Peak973","47_29"
199.16841,382.1,"Peak974","3_25"
199.17975,523.8,"Peak975","6_43"
199.9273,51.4,"Peak976","32_2"
199.95365,35.5,"Peak977","15_1"
199.98718,554.8,"Peak978","27_36"
200.03222,180.3,"Peak979","3_11"
200.03989,39.5,"Peak980","33_1"
200.06759,41.4,"Peak981","47_1"
200.0814,196.2,"Peak982","4_7"
200.10108,61.5,"Peak983","29_3"
200.12719,151.7,"Peak984","3_8"
200.16382,185,"Peak985","37_8"
200.1639,490.6,"Peak986","40_35"
200.17221,335.4,"Peak987","48_23"
200.20005,546.3,"Peak988","4_40"
200.23677,297.5,"Peak989","19_20"
200.8584,43.1,"Peak990","22_1"
200.97145,153,"Peak991","3_8"
201.05376,299.6,"Peak992","13_17"
201.07238,244.2,"Peak993","2_18"
201.14762,255.1,"Peak995","50_14"
201.16303,505.6,"Peak996","47_29"
201.98993,185.5,"Peak998","27_8"
202.02859,177.5,"Peak999","3_11"
202.04661,63.1,"Peak1000","27_3"
202.05717,327.7,"Peak1001","36_19"
202.12123,194.4,"Peak1002","19_13"
202.14287,149.9,"Peak1003","18_9"
202.17907,268.5,"Peak1004","22_19"
202.99545,538.8,"Peak1005","2_42"
203.00615,46.4,"Peak1006","3_1"
203.05181,44.6,"Peak1007","33_1"
203.05818,322.5,"Peak1008","19_22"
203.08071,45.8,"Peak1009","18_2"
203.09023,218.9,"Peak1010","19_15"
203.12649,247.3,"Peak1011","5_32"
203.1421,277.3,"Peak1012","2_21"
203.22277,39.2,"Peak1014","3_1"
204.03224,91.8,"Peak1015","3_4"
204.08403,47.2,"Peak1016","18_2"
204.13738,387.2,"Peak1017","17_29"
205.01634,489.1,"Peak1019","15_39"
205.0592,74,"Peak1021","2_5"
205.08508,397.7,"Peak1022","36_25"
205.09623,44.3,"Peak1023","17_1"
205.12144,299.1,"Peak1024","2_23"
205.12552,43.7,"Peak1025","33_1"
205.14407,557.9,"Peak1026","31_29"
205.15804,275,"Peak1027","2_21"
205.16913,545.7,"Peak1028","31_28"
205.86144,60.1,"Peak1029","15_3"
205.96126,49.8,"Peak1030","3_1"
206.04723,91.1,"Peak1031","27_5"
206.08022,79.5,"Peak1032","49_3"
206.0997,44.8,"Peak1033","17_1"
206.1168,47.5,"Peak1034","3_1"
206.19179,529.5,"Peak1036","3_39"
206.89306,42.1,"Peak1037","33_1"
206.94792,64.8,"Peak1038","42_3"
207.01339,41.8,"Peak1039","10_3"
207.10964,48.2,"Peak1041","17_1"
207.13711,279.6,"Peak1042","2_21"
207.17344,282.3,"Peak1044","2_21"
208.0386,35.4,"Peak1047","27_1"
208.06861,423.4,"Peak1049","4_26"
208.09694,108.3,"Peak1050","37_4"
208.18979,224.6,"Peak1052","2_16"
208.89009,42.4,"Peak1053","33_1"
209.02502,35.3,"Peak1054","47_1"
209.07191,43.7,"Peak1055","22_1"
209.09139,50.6,"Peak1056","3_1"
209.11625,293,"Peak1057","33_19"
209.12748,63,"Peak1058","44_3"
209.13728,251,"Peak1059","19_17"
209.15284,547.9,"Peak1060","27_35"
209.94514,525.1,"Peak1061","4_37"
210.0493,42.9,"Peak1062","33_1"
210.06141,47.1,"Peak1063","30_1"
210.11962,322.5,"Peak1064","33_22"
210.16894,252.5,"Peak1066","2_19"
210.18466,539.8,"Peak1067","20_38"
210.88719,41.7,"Peak1068","26_1"
211.00266,90.6,"Peak1069","27_5"
211.09563,161.1,"Peak1071","40_9"
211.13201,344.9,"Peak1072","19_24"
211.14325,80.6,"Peak1073","44_4"
211.1683,279.6,"Peak1075","26_16"
211.92691,44.5,"Peak1076","42_2"
211.97104,35.2,"Peak1077","47_1"
211.98683,508.2,"Peak1078","27_32"
212.04767,65.1,"Peak1079","9_3"
212.11738,51.3,"Peak1080","24_1"
212.16372,561.8,"Peak1081","4_42"
212.19997,119.4,"Peak1082","10_10"
212.83818,43.3,"Peak1083","33_1"
212.99866,43.5,"Peak1084","24_1"
213.01751,35.3,"Peak1085","3_1"
213.11106,261.4,"Peak1086","2_20"
213.13794,351.5,"Peak1087","2_27"
213.163,505.5,"Peak1089","47_29"
213.18409,190.1,"Peak1091","2_13"
213.98203,446.3,"Peak1092","22_34"
213.98205,42.4,"Peak1093","38_1"
214.06444,90.1,"Peak1096","3_4"
214.14266,82.6,"Peak1097","19_4"
214.16748,507,"Peak1098","47_29"
214.17922,173.4,"Peak1099","10_11"
214.25215,308.8,"Peak1100","19_21"
214.83519,43.3,"Peak1101","33_1"
214.91682,35.9,"Peak1102","17_1"
214.98513,512.2,"Peak1103","6_41"
214.98516,44.6,"Peak1104","3_1"
215.1246,533.1,"Peak1106","2_42"
215.16328,271.7,"Peak1107","2_21"
215.17853,316,"Peak1108","3_20"
215.97906,35.8,"Peak1110","19_1"
216.01435,41.7,"Peak1111","13_1"
216.15853,160.2,"Peak1112","50_8"
216.83211,43.4,"Peak1113","22_1"
216.9219,40.6,"Peak1114","44_1"
216.98042,88.9,"Peak1115","18_4"
217.00202,228.1,"Peak1116","29_16"
217.08101,48.9,"Peak1117","18_2"
217.10375,44.5,"Peak1118","27_1"
217.15797,284.6,"Peak1119","27_16"
217.17878,263.6,"Peak1120","11_21"
217.92527,42.3,"Peak1121","22_1"
218.01123,538,"Peak1122","48_35"
218.04641,525.6,"Peak1123","27_34"
218.13758,252.2,"Peak1126","26_14"
218.15496,197.5,"Peak1127","40_12"
218.91888,39.6,"Peak1128","44_1"
218.96895,74.6,"Peak1129","25_4"
218.97602,44.6,"Peak1130","27_1"
219.0257,42.8,"Peak1131","33_1"
219.08211,38.6,"Peak1132","18_1"
219.09265,342.7,"Peak1133","29_24"
219.17344,392.7,"Peak1134","29_27"
219.19451,295.7,"Peak1135","3_18"
219.94483,398.1,"Peak1136","38_46"
219.99052,541.7,"Peak1137","19_41"
220.0046,91,"Peak1138","27_5"
220.02898,45.8,"Peak1140","13_1"
220.06613,42,"Peak1141","20_1"
220.0961,345.3,"Peak1142","18_24"
220.11713,49.2,"Peak1143","19_1"
220.16881,447.2,"Peak1144","20_29"
220.17548,547.2,"Peak1145","46_73"
220.17739,171,"Peak1146","2_11"
220.9338,38.7,"Peak1147","18_1"
221.0161,209.5,"Peak1148","4_8"
221.07352,531.7,"Peak1150","2_42"
221.09123,47.8,"Peak1152","18_2"
221.11637,298.1,"Peak1153","19_20"
221.13748,124.8,"Peak1154","50_6"
221.15275,288.8,"Peak1155","2_22"
221.96969,569.2,"Peak1157","43_55"
221.99307,498.4,"Peak1158","18_36"
222.01845,420.2,"Peak1159","7_40"
222.03102,49.5,"Peak1160","27_1"
222.16877,232.2,"Peak1161","31_4"
222.86698,42.1,"Peak1162","33_1"
223.01313,244,"Peak1163","3_15"
223.07355,91.5,"Peak1164","19_5"
223.09538,255.7,"Peak1165","3_16"
223.11633,259.7,"Peak1166","19_18"
223.13188,266.1,"Peak1167","3_17"
223.15337,238.5,"Peak1168","19_16"
223.16832,385.8,"Peak1169","19_26"
223.98744,390.2,"Peak1171","37_24"
224.02843,61.8,"Peak1172","27_3"
224.09783,233.2,"Peak1174","3_14"
224.12713,213.7,"Peak1175","18_14"
224.14838,181.7,"Peak1176","18_11"
224.18457,247.1,"Peak1178","2_18"
224.86398,42.4,"Peak1179","33_1"
224.92845,37.4,"Peak1180","20_1"
224.95842,61,"Peak1181","42_3"
225.04199,570.1,"Peak1183","43_55"
225.05965,570.2,"Peak1184","43_55"
225.09002,141.9,"Peak1185","32_12"
225.13785,552.2,"Peak1186","2_43"
225.14669,497.8,"Peak1187","47_29"
225.1841,292.8,"Peak1188","2_22"
225.98615,501.1,"Peak1189","2_40"
226.01513,88.6,"Peak1190","49_4"
226.02325,42.9,"Peak1191","42_2"
226.04418,42.3,"Peak1193","33_1"
226.05926,289.5,"Peak1194","45_20"
226.15811,566.5,"Peak1196","4_42"
226.1793,548.6,"Peak1197","27_35"
226.21555,232.3,"Peak1198","10_13"
226.8609,41.8,"Peak1199","8_1"
226.95071,39,"Peak1200","34_1"
227.02124,287.9,"Peak1202","19_20"
227.04139,42.5,"Peak1203","22_1"
227.08591,354.3,"Peak1206","30_35"
227.12674,453.4,"Peak1207","47_27"
227.15355,531.7,"Peak1208","19_40"
227.16343,558.4,"Peak1209","27_36"
227.18025,526.3,"Peak1210","27_34"
227.19969,390.5,"Peak1211","47_22"
227.92207,46.1,"Peak1212","32_2"
227.954,37.9,"Peak1213","34_1"
228.02907,89.8,"Peak1214","27_5"
228.13472,140,"Peak1215","2_8"
228.15855,244.5,"Peak1216","4_11"
228.19487,539.1,"Peak1217","27_35"
228.23128,483.1,"Peak1218","29_34"
228.26757,309.3,"Peak1219","45_22"
228.81202,43.5,"Peak1220","33_1"
228.95491,38.3,"Peak1221","34_1"
228.96672,489.7,"Peak1222","31_24"
229.00052,288.2,"Peak1223","48_21"
229.08484,84.7,"Peak1224","20_4"
229.1403,537.1,"Peak1225","3_40"
229.15378,44,"Peak1226","27_1"
229.15784,322.2,"Peak1227","2_25"
229.23464,451.6,"Peak1228","29_30"
229.27146,318.1,"Peak1229","47_15"
229.65064,103.1,"Peak1230","47_4"
229.99754,55.3,"Peak1231","9_2"
230.03521,92.5,"Peak1232","30_3"
230.13763,62,"Peak1233","26_2"
230.15703,45,"Peak1234","19_1"
230.17402,300.5,"Peak1235","2_23"
230.18552,49.1,"Peak1236","2_2"
230.24683,295.9,"Peak1237","19_20"
230.809,43.5,"Peak1238","33_1"
230.98155,35.8,"Peak1239","17_1"
231.05379,40.8,"Peak1241","22_1"
231.11954,52.6,"Peak1242","19_1"
231.14412,45.3,"Peak1243","30_1"
231.25033,297.5,"Peak1245","7_30"
231.97071,36.4,"Peak1246","3_1"
232.02683,569,"Peak1248","17_42"
232.15313,224.7,"Peak1249","29_16"
232.806,45.9,"Peak1250","40_1"
232.89577,40.9,"Peak1251","44_1"
233.07757,49.2,"Peak1252","43_2"
233.15277,298.9,"Peak1253","24_17"
233.1736,256.9,"Peak1254","2_20"
233.89912,42.6,"Peak1255","8_1"
234.00603,569.7,"Peak1257","40_41"
234.02347,43.3,"Peak1258","40_1"
234.13095,515.1,"Peak1259","21_57"
234.18429,241.2,"Peak1260","48_17"
234.89276,41.5,"Peak1262","44_1"
234.94553,144.8,"Peak1263","23_12"
234.95556,391.1,"Peak1264","41_28"
234.98049,43.1,"Peak1265","7_1"
235.09141,56.4,"Peak1267","18_2"
235.10046,352.1,"Peak1268","10_21"
235.13106,511.6,"Peak1269","8_29"
235.16817,343.5,"Peak1270","8_17"
235.20458,310.7,"Peak1271","2_24"
235.23209,74.7,"Peak1272","19_3"
236.02198,534,"Peak1275","48_34"
236.09473,58.8,"Peak1277","6_1"
236.10842,344.7,"Peak1278","36_20"
236.1401,185,"Peak1280","19_12"
236.17151,402.3,"Peak1281","2_31"
236.23619,284.3,"Peak1282","37_16"
236.89091,41,"Peak1283","19_1"
236.90758,38.3,"Peak1284","20_1"
236.99715,49.3,"Peak1285","27_1"
237.01982,35.2,"Peak1286","49_1"
237.10317,343.6,"Peak1287","29_24"
237.11531,321.2,"Peak1288","10_19"
237.14746,302.3,"Peak1289","2_23"
237.1685,251.9,"Peak1290","39_29"
237.18405,466.4,"Peak1291","29_32"
237.23939,284.7,"Peak1292","38_39"
237.98438,401.9,"Peak1293","19_28"
238.00089,570,"Peak1294","46_75"
238.02501,294.3,"Peak1295","19_20"
238.10619,341.5,"Peak1296","45_25"
238.11924,115.8,"Peak1297","15_8"
238.16387,183,"Peak1298","19_12"
238.20025,184.5,"Peak1299","29_14"
238.84079,42.6,"Peak1301","33_1"
239.00157,547.8,"Peak1302","8_31"
239.00888,58,"Peak1303","19_1"
239.05722,46.7,"Peak1305","19_1"
239.09038,63.7,"Peak1306","3_2"
239.12651,322.3,"Peak1307","27_19"
239.1483,552.4,"Peak1308","23_51"
239.1631,349.7,"Peak1309","39_33"
239.96581,35.8,"Peak1311","18_1"
239.98003,538,"Peak1312","37_33"
240.09853,391.8,"Peak1317","15_33"
240.23106,279.7,"Peak1318","7_29"
240.8378,42.6,"Peak1319","33_1"
240.95038,225,"Peak1320","28_25"
240.96734,35.5,"Peak1321","17_1"
241.00759,41.1,"Peak1323","19_1"
241.05559,78.9,"Peak1324","3_3"
241.07313,571.3,"Peak1325","43_55"
241.10196,392.3,"Peak1326","8_20"
241.10418,51.9,"Peak1327","40_1"
241.15364,44,"Peak1329","27_1"
241.17899,294,"Peak1330","2_22"
241.20322,56.5,"Peak1331","18_2"
241.23464,278.5,"Peak1332","19_19"
241.96336,35.6,"Peak1334","17_1"
242.00531,540,"Peak1335","40_39"
242.05937,89,"Peak1336","3_4"
242.13956,527.2,"Peak1338","2_42"
242.24698,479.5,"Peak1339","20_32"
242.83521,41.9,"Peak1342","48_1"
242.92458,39.2,"Peak1343","29_1"
243.00522,54.9,"Peak1344","7_2"
243.05208,45.3,"Peak1345","20_1"
243.12051,271.4,"Peak1346","30_31"
243.92802,39,"Peak1348","29_1"
243.98788,36.2,"Peak1350","3_1"
244.00234,77.4,"Peak1351","3_3"
244.18975,546.7,"Peak1354","27_35"
244.22612,531.9,"Peak1355","19_40"
244.78584,43.6,"Peak1357","19_1"
244.92272,39.4,"Peak1358","29_1"
244.94587,34.6,"Peak1359","3_1"
245.03588,88.6,"Peak1360","19_5"
245.05917,96.1,"Peak1361","3_4"
245.0759,47.4,"Peak1362","19_1"
245.09859,59.6,"Peak1363","33_1"
245.09886,539,"Peak1364","23_50"
245.12744,52.2,"Peak1365","22_1"
245.22536,463.9,"Peak1369","7_45"
245.33862,202,"Peak1370","20_13"
245.91449,39.1,"Peak1371","3_1"
246.0424,568.9,"Peak1372","43_55"
246.07976,78.2,"Peak1373","24_3"
246.13107,50,"Peak1374","22_1"
246.1689,262.7,"Peak1375","2_20"
246.62255,381.6,"Peak1376","3_25"
246.78287,43.6,"Peak1377","42_2"
247.02768,41.1,"Peak1378","50_1"
247.04441,49.3,"Peak1379","19_1"
247.09139,50.9,"Peak1380","6_1"
247.14313,47.5,"Peak1381","19_1"
247.16811,501.9,"Peak1382","48_32"
247.20454,302,"Peak1383","2_23"
247.22554,259.7,"Peak1384","50_14"
247.24096,530.2,"Peak1385","29_37"
247.9746,51,"Peak1386","42_3"
248.09631,344,"Peak1388","50_21"
248.14643,588.8,"Peak1389","20_43"
248.14653,48.1,"Peak1390","19_1"
248.16668,88.4,"Peak1391","19_5"
248.1719,317.1,"Peak1392","2_25"
248.78006,47.7,"Peak1393","8_1"
248.86962,41.6,"Peak1394","4_1"
248.95831,87.6,"Peak1395","27_5"
248.97532,45.6,"Peak1396","19_1"
248.98161,502.2,"Peak1397","37_32"
248.99794,42.5,"Peak1398","6_1"
249.06002,43.2,"Peak1400","17_1"
249.0796,316.5,"Peak1401","2_25"
249.14651,585.9,"Peak1402","27_38"
249.18377,379.3,"Peak1403","19_26"
249.20518,261.4,"Peak1404","22_18"
249.22084,345.4,"Peak1405","24_21"
249.91165,169.6,"Peak1406","40_10"
249.99734,43.4,"Peak1407","19_1"
250.05478,570.1,"Peak1408","46_75"
250.06339,43.9,"Peak1409","37_1"
250.0832,303.6,"Peak1410","19_21"
250.18688,324.5,"Peak1411","2_25"
250.61351,371.4,"Peak1414","38_45"
250.86661,41.2,"Peak1415","4_1"
250.95698,31.4,"Peak1416","3_1"
251.03699,533.5,"Peak1419","37_33"
251.04581,461.8,"Peak1420","4_31"
251.09523,324.6,"Peak1421","3_20"
251.12659,279.8,"Peak1422","33_18"
251.16306,333.9,"Peak1423","22_23"
251.18401,275.2,"Peak1424","19_19"
251.19949,310.5,"Peak1425","3_19"
251.62122,414.1,"Peak1426","19_29"
251.66365,103,"Peak1427","47_4"
252.03393,287.2,"Peak1428","36_15"
252.04906,473.2,"Peak1429","36_31"
252.13023,322.7,"Peak1430","33_22"
252.14316,172.5,"Peak1431","2_11"
252.17982,184.4,"Peak1432","50_9"
252.19458,314.3,"Peak1433","26_19"
252.21586,232.1,"Peak1434","2_17"
252.86472,42.8,"Peak1435","3_1"
252.97142,53,"Peak1436","27_2"
252.99592,251,"Peak1437","20_15"
253.0159,287.3,"Peak1438","37_16"
253.04985,54.9,"Peak1439","9_2"
253.14231,275.3,"Peak1440","2_21"
253.19392,265.1,"Peak1442","17_18"
253.21557,379.5,"Peak1443","2_29"
253.63034,337.3,"Peak1445","33_23"
253.90666,501.3,"Peak1446","17_38"
253.99574,569.6,"Peak1447","40_41"
254.0132,287.1,"Peak1448","19_19"
254.13199,337.8,"Peak1450","20_20"
254.19725,264.7,"Peak1451","47_13"
254.24693,455.7,"Peak1452","29_31"
254.60866,382.3,"Peak1453","47_21"
254.81488,42.7,"Peak1454","33_1"
255.08293,437.1,"Peak1455","6_36"
255.12164,310.4,"Peak1456","47_15"
255.15808,498.6,"Peak1457","2_40"
255.19445,360.4,"Peak1458","37_21"
255.20981,502.8,"Peak1459","1_45"
255.23085,391.7,"Peak1460","3_26"
255.94327,35.5,"Peak1462","18_1"
256.00197,387.5,"Peak1464","38_46"
256.16591,260.8,"Peak1465","19_18"
256.21322,506.5,"Peak1466","19_37"
256.26242,527.2,"Peak1467","29_37"
256.29892,373.4,"Peak1468","45_27"
256.81964,43,"Peak1470","49_1"
256.94658,35.5,"Peak1471","36_1"
256.99744,30.1,"Peak1472","50_1"
257.07332,49,"Peak1473","27_1"
257.13657,276.7,"Peak1474","8_12"
257.14948,74.2,"Peak1475","26_3"
257.17368,556.9,"Peak1477","19_42"
257.21004,352.3,"Peak1478","45_26"
257.26585,520.7,"Peak1479","29_36"
257.30229,358.7,"Peak1480","45_26"
257.9784,59.4,"Peak1485","4_2"
258.02807,62.4,"Peak1486","18_3"
258.10892,378.3,"Peak1487","17_28"
258.16886,563.1,"Peak1488","19_43"
258.20528,291,"Peak1489","2_22"
258.21664,49.4,"Peak1490","19_1"
258.27819,344.2,"Peak1492","19_24"
258.62241,361.5,"Peak1493","50_22"
258.81668,43,"Peak1495","22_1"
258.89841,41.3,"Peak1496","29_1"
258.94319,38.5,"Peak1497","40_1"
258.9742,38.2,"Peak1498","3_1"
259.00388,43.2,"Peak1499","27_1"
259.02675,40.3,"Peak1500","47_1"
259.03779,62.2,"Peak1501","39_3"
259.0631,37.9,"Peak1502","27_1"
259.11429,52.6,"Peak1503","25_3"
259.1241,361.2,"Peak1504","17_26"
259.15069,60,"Peak1505","50_2"
259.17141,529.4,"Peak1506","36_36"
259.20451,309.8,"Peak1508","19_21"
259.52736,463.2,"Peak1509","37_28"
259.61908,413.5,"Peak1510","13_25"
259.93624,35.1,"Peak1511","45_1"
260.02623,464.7,"Peak1512","48_29"
260.06034,39.3,"Peak1513","19_1"
260.18451,262.6,"Peak1514","19_18"
260.63806,364.9,"Peak1515","49_23"
260.8965,39.6,"Peak1517","29_1"
260.97105,390.3,"Peak1518","38_46"
261.01022,46.4,"Peak1519","33_1"
261.03085,93.2,"Peak1520","27_5"
261.10859,228.6,"Peak1522","51_13"
261.12979,32,"Peak1523","27_1"
261.12988,522.1,"Peak1524","6_43"
261.188,52.8,"Peak1525","19_1"
261.21619,46.9,"Peak1526","27_1"
